time (s),pressure,long,lat,g_x (dps),g_y (dps),g_z (dps),m_x (mT),m_y (mT),m_z (mT),temp (C),a_x (mg),a_y (mg),a_z (mg)
91.7306, 99902,  *********** ,  ********** ,  -0.011757, -0.062105, 0.016525, 3.026892, 33.048069, -4.993670, 29.826789, 0.413807, -0.863086, -9.886160
91.8525, 99898,  *********** ,  ********** ,  -0.014820, -0.050520, 0.015326, 3.739103, 31.976238, -6.026843, 29.823793, 0.423480, -0.882240, -9.929258
91.9743, 99898,  *********** ,  ********** ,  -0.013089, -0.060240, 0.014927, 3.739103, 31.976238, -6.026843, 29.811813, 0.404134, -0.824777, -9.876583
92.0975, 99903,  *********** ,  ********** ,  -0.013754, -0.049055, 0.013995, 1.780525, 32.154876, -7.576602, 29.814807, 0.404134, -0.867874, -10.020242
92.3650, 99902,  *********** ,  ********** ,  -0.022010, -0.040799, 0.014261, 1.424420, 31.797599, -6.543429, 29.826789, 0.525047, -0.858297, -9.900526
92.4926, 99905,  *********** ,  ********** ,  -0.018149, -0.037869, 0.015193, 2.670788, 31.976238, -6.371234, 29.820798, 0.399298, -0.772101, -9.876583
92.6157, 99902,  *********** ,  ********** ,  -0.022010, -0.047990, 0.015326, 3.204945, 31.083047, -6.887820, 29.802827, 0.471846, -0.805622, -9.924469
92.7389, 99901,  *********** ,  ********** ,  -0.004433, -0.065034, 0.016125, 3.917155, 31.440324, -5.510256, 29.820798, 0.394461, -0.963647, -10.048974
92.8607, 99902,  *********** ,  ********** ,  -0.019214, -0.035339, 0.011997, 1.958578, 31.618961, -6.371234, 29.832778, 0.437990, -0.815199, -9.876583
92.9826, 99901,  *********** ,  ********** ,  -0.008162, -0.071426, 0.016791, 2.670788, 32.690792, -4.993670, 29.823793, 0.365442, -0.776890, -9.943624
93.1045, 99901,  *********** ,  ********** ,  -0.018815, -0.036272, 0.013595, 3.026892, 31.261686, -7.404407, 29.802827, 0.408971, -0.843931, -9.910103
93.3720, 99901,  *********** ,  ********** ,  -0.008961, -0.060773, 0.015859, 2.670788, 31.261686, -4.993670, 29.817802, 0.428317, -0.805622, -9.929258
93.4996, 99901,  *********** ,  ********** ,  -0.012956, -0.065434, 0.012796, 2.314682, 32.690792, -7.060016, 29.820798, 0.321913, -0.733792, -9.962779
93.6228, 99900,  *********** ,  ********** ,  -0.018415, -0.042530, 0.015726, 3.204945, 30.725770, -6.199038, 29.823793, 0.457336, -0.695483, -9.804753
93.7458, 99898,  *********** ,  ********** ,  -0.013488, -0.073290, 0.019188, 3.204945, 33.226707, -7.232212, 29.823793, 0.365442, -0.810411, -9.996299
93.8677, 99902,  *********** ,  ********** ,  -0.018548, -0.047990, 0.016525, 3.561050, 31.797599, -6.543429, 29.811813, 0.389625, -0.815199, -9.914892
93.9896, 99900,  *********** ,  ********** ,  -0.019214, -0.051984, 0.014794, 2.670788, 31.618961, -6.026843, 29.814807, 0.481519, -0.843931, -10.058551
94.1114, 99901,  *********** ,  ********** ,  -0.010026, -0.064635, 0.015859, 2.848840, 32.512153, -6.543429, 29.811813, 0.404134, -0.805622, -9.910103
94.3753, 99901,  *********** ,  ********** ,  -0.017749, -0.049588, 0.015326, 3.204945, 31.440324, -5.854647, 29.814807, 0.384788, -0.824777, -9.900526
94.5016, 99897,  *********** ,  ********** ,  -0.014021, -0.056379, 0.016259, 3.917155, 31.083047, -6.887820, 29.811813, 0.452500, -0.752947, -9.929258
94.6260, 99899,  *********** ,  ********** ,  -0.022277, -0.035872, 0.013728, 3.026892, 31.976238, -5.682452, 29.808818, 0.534721, -0.949281, -10.025031
94.7478, 99901,  *********** ,  ********** ,  -0.002835, -0.084209, 0.017590, 2.670788, 32.690792, -6.371234, 29.820798, 0.370278, -0.772101, -9.919680
94.8698, 99900,  *********** ,  ********** ,  -0.023875, -0.031611, 0.011598, 3.026892, 32.333515, -6.715625, 29.802827, 0.389625, -0.848720, -10.048974
94.9927, 99906,  *********** ,  ********** ,  0.000360, -0.078616, 0.016924, 3.026892, 31.976238, -6.371234, 29.823793, 0.399298, -0.891818, -9.953201
95.1147, 99900,  *********** ,  ********** ,  -0.020546, -0.042663, 0.013595, 4.095208, 31.976238, -6.715625, 29.814807, 0.365442, -0.743370, -9.910103
95.3836, 99901,  *********** ,  ********** ,  -0.009893, -0.063836, 0.016791, 4.273260, 32.154876, -7.232212, 29.811813, 0.292894, -0.724215, -9.953201
95.5112, 99902,  *********** ,  ********** ,  -0.014287, -0.061572, 0.017057, 2.136630, 31.797599, -7.576602, 29.823793, 0.389625, -0.863086, -9.986721
95.6343, 99900,  *********** ,  ********** ,  -0.014820, -0.054914, 0.016658, 2.314682, 31.261686, -5.682452, 29.796836, 0.428317, -0.805622, -9.957989
