time (s),pressure,long,lat,g_x (dps),g_y (dps),g_z (dps),m_x (mT),m_y (mT),m_z (mT),temp (C),a_x (mg),a_y (mg),a_z (mg)
193.5845, 99903,  *********** ,  ********** ,  -0.017217, -0.049721, 0.014661, 4.629365, 33.226707, -6.887820, 29.095966, 0.379952, -0.867874, -9.967567
193.7063, 99909,  *********** ,  ********** ,  -0.012023, -0.054914, 0.014394, 3.739103, 31.261686, -4.993670, 29.110942, 0.365442, -0.882240, -9.943624
193.8282, 99902,  *********** ,  ********** ,  -0.016684, -0.049055, 0.015726, 3.561050, 32.154876, -5.165865, 29.095966, 0.399298, -0.839142, -9.953201
193.9501, 99907,  *********** ,  ********** ,  -0.013488, -0.052251, 0.014261, 3.739103, 31.976238, -6.715625, 29.119926, 0.375115, -0.896606, -9.962779
194.0732, 99903,  *********** ,  ********** ,  -0.014553, -0.054781, 0.015859, 3.739103, 32.333515, -7.060016, 29.107946, 0.394461, -0.887029, -9.962779
194.3120, 99905,  *********** ,  ********** ,  -0.015486, -0.052650, 0.016392, 3.026892, 32.333515, -5.682452, 29.107946, 0.375115, -0.839142, -9.953201
194.4396, 99908,  *********** ,  ********** ,  -0.014553, -0.051851, 0.015193, 3.026892, 31.261686, -6.715625, 29.104949, 0.384788, -0.863086, -9.962779
194.5639, 99909,  *********** ,  ********** ,  -0.014287, -0.054781, 0.015460, 2.492735, 31.440324, -6.543429, 29.092971, 0.370278, -0.829565, -9.943624
194.6858, 99904,  *********** ,  ********** ,  -0.017083, -0.049588, 0.016259, 4.095208, 31.261686, -5.338061, 29.092971, 0.350932, -0.834354, -9.991510
194.8077, 99907,  *********** ,  ********** ,  -0.015086, -0.054514, 0.015460, 2.492735, 31.797599, -4.821474, 29.089975, 0.389625, -0.819988, -9.934046
194.9308, 99905,  *********** ,  ********** ,  -0.014687, -0.051319, 0.015859, 2.492735, 31.440324, -6.199038, 29.104949, 0.379952, -0.858297, -9.953201
195.0528, 99906,  *********** ,  ********** ,  -0.017083, -0.049854, 0.015460, 3.026892, 31.618961, -6.026843, 29.080989, 0.375115, -0.800833, -9.986721
195.1746, 99905,  *********** ,  ********** ,  -0.018681, -0.044261, 0.015593, 3.204945, 31.440324, -5.854647, 29.092971, 0.423480, -0.829565, -9.953201
195.3774, 99904,  *********** ,  ********** ,  -0.010292, -0.062637, 0.016658, 3.739103, 30.547132, -6.371234, 29.092971, 0.384788, -0.815199, -9.986721
195.4997, 99906,  *********** ,  ********** ,  -0.006963, -0.064235, 0.016658, 3.739103, 30.904409, -5.338061, 29.101955, 0.404134, -0.882240, -10.034608
195.6228, 99908,  *********** ,  ********** ,  -0.014420, -0.047723, 0.014927, 3.026892, 32.690792, -6.026843, 29.092971, 0.404134, -0.767313, -9.953201
195.7446, 99906,  *********** ,  ********** ,  -0.018016, -0.053582, 0.016125, 1.958578, 31.976238, -5.682452, 29.083984, 0.404134, -0.848720, -9.977145
195.8664, 99907,  *********** ,  ********** ,  -0.009493, -0.058376, 0.016924, 3.026892, 33.048069, -5.682452, 29.083984, 0.355769, -0.867874, -9.991510
195.9883, 99907,  *********** ,  ********** ,  -0.015352, -0.057044, 0.015193, 3.561050, 32.869430, -7.232212, 29.089975, 0.408971, -0.752947, -9.905315
196.1102, 99903,  *********** ,  ********** ,  -0.019747, -0.041864, 0.014527, 3.382997, 32.333515, -6.371234, 29.083984, 0.355769, -0.891818, -9.981933
196.3632, 99905,  *********** ,  ********** ,  -0.007895, -0.064768, 0.016791, 3.026892, 31.261686, -5.682452, 29.086978, 0.394461, -0.863086, -10.005876
196.4877, 99904,  *********** ,  ********** ,  -0.016418, -0.053050, 0.016924, 3.382997, 31.261686, -5.338061, 29.083984, 0.384788, -0.834354, -9.981933
196.6108, 99906,  *********** ,  ********** ,  -0.011757, -0.058376, 0.015992, 2.670788, 32.333515, -5.338061, 29.083984, 0.350932, -0.863086, -9.981933
196.7328, 99905,  *********** ,  ********** ,  -0.014820, -0.050786, 0.014261, 4.273260, 32.869430, -6.199038, 29.083984, 0.418644, -0.824777, -9.886160
196.8546, 99906,  *********** ,  ********** ,  -0.014953, -0.048789, 0.014794, 2.670788, 29.832580, -6.371234, 29.083984, 0.370278, -0.858297, -9.986721
196.9777, 99906,  *********** ,  ********** ,  -0.012157, -0.061439, 0.017723, 3.204945, 31.797599, -5.165865, 29.086978, 0.394461, -0.800833, -9.914892
197.0996, 99908,  *********** ,  ********** ,  -0.018149, -0.045460, 0.013995, 3.204945, 31.440324, -5.165865, 29.072004, 0.365442, -0.839142, -9.991510
197.3596, 99908,  *********** ,  ********** ,  -0.014820, -0.057977, 0.016125, 2.848840, 31.797599, -5.854647, 29.086978, 0.399298, -0.824777, -10.034608
197.4861, 99904,  *********** ,  ********** ,  -0.013488, -0.051851, 0.015460, 3.917155, 30.011219, -4.477083, 29.072004, 0.399298, -0.848720, -9.977145
197.6105, 99906,  *********** ,  ********** ,  -0.015352, -0.052917, 0.016392, 4.273260, 30.011219, -4.821474, 29.083984, 0.365442, -0.839142, -9.943624
197.7323, 99910,  *********** ,  ********** ,  -0.017217, -0.052650, 0.015593, 2.848840, 31.440324, -5.510256, 29.086978, 0.389625, -0.815199, -9.938835
197.8542, 99910,  *********** ,  ********** ,  -0.014553, -0.050786, 0.014661, 2.314682, 31.618961, -4.304888, 29.075000, 0.408971, -0.887029, -9.972355
197.9761, 99910,  *********** ,  ********** ,  -0.016285, -0.050919, 0.015193, 3.561050, 31.440324, -5.854647, 29.069007, 0.404134, -0.843931, -9.962779
198.0992, 99906,  *********** ,  ********** ,  -0.014287, -0.051984, 0.016259, 3.561050, 31.440324, -5.854647, 29.072004, 0.375115, -0.858297, -9.972355
198.3369, 99907,  *********** ,  ********** ,  -0.018948, -0.047057, 0.013862, 2.670788, 33.405345, -6.026843, 29.075000, 0.442826, -0.824777, -9.910103
198.4617, 99902,  *********** ,  ********** ,  -0.016817, -0.051718, 0.015193, 2.848840, 31.797599, -6.199038, 29.083984, 0.433153, -0.796045, -9.890949
198.5849, 99905,  *********** ,  ********** ,  -0.016684, -0.048522, 0.015326, 1.780525, 32.869430, -6.887820, 29.063018, 0.370278, -0.887029, -10.015454
198.7067, 99906,  *********** ,  ********** ,  -0.010958, -0.061439, 0.016791, 2.848840, 31.797599, -4.477083, 29.069007, 0.394461, -0.863086, -9.972355
198.8285, 99904,  *********** ,  ********** ,  -0.016551, -0.047590, 0.015726, 3.204945, 31.797599, -6.543429, 29.069007, 0.389625, -0.815199, -9.948412
198.9517, 99904,  *********** ,  ********** ,  -0.015619, -0.051585, 0.015326, 3.204945, 32.154876, -5.510256, 29.063018, 0.399298, -0.843931, -9.957989
199.0736, 99906,  *********** ,  ********** ,  -0.012822, -0.056379, 0.016658, 3.382997, 32.333515, -5.682452, 29.066013, 0.384788, -0.858297, -9.991510
199.2980, 99909,  *********** ,  ********** ,  -0.014553, -0.054115, 0.015460, 4.451313, 31.976238, -8.093190, 29.057029, 0.384788, -0.829565, -9.934046
199.4237, 99907,  *********** ,  ********** ,  -0.014553, -0.053183, 0.015460, 2.670788, 32.690792, -6.371234, 29.075000, 0.413807, -0.848720, -9.919680
199.5481, 99905,  *********** ,  ********** ,  -0.016551, -0.048655, 0.014927, 2.670788, 31.261686, -6.371234, 29.069007, 0.389625, -0.887029, -9.986721
199.6699, 99908,  *********** ,  ********** ,  -0.012822, -0.057311, 0.015992, 4.273260, 32.869430, -5.854647, 29.066013, 0.404134, -0.824777, -9.934046
199.7918, 99905,  *********** ,  ********** ,  -0.017749, -0.045460, 0.014661, 3.382997, 33.048069, -6.715625, 29.063018, 0.399298, -0.858297, -9.953201
199.9137, 99905,  *********** ,  ********** ,  -0.011890, -0.060773, 0.016259, 3.204945, 32.154876, -6.199038, 29.060024, 0.379952, -0.858297, -9.972355
200.0368, 99905,  *********** ,  ********** ,  -0.016418, -0.050653, 0.014661, 1.780525, 32.869430, -6.199038, 29.051036, 0.389625, -0.843931, -9.967567
200.1587, 99907,  *********** ,  ********** ,  -0.015352, -0.052251, 0.015326, 2.314682, 31.261686, -6.026843, 29.060024, 0.394461, -0.839142, -9.967567
200.3428, 99907,  *********** ,  ********** ,  -0.014953, -0.051185, 0.015193, 3.382997, 32.333515, -5.338061, 29.051036, 0.384788, -0.863086, -9.991510
200.4650, 99907,  *********** ,  ********** ,  -0.016817, -0.046125, 0.015326, 3.204945, 31.440324, -4.132692, 29.066013, 0.389625, -0.882240, -10.005876
200.5881, 99905,  *********** ,  ********** ,  -0.010958, -0.061572, 0.015460, 2.136630, 32.512153, -6.543429, 29.063018, 0.399298, -0.858297, -9.948412
200.7099, 99908,  *********** ,  ********** ,  -0.018815, -0.045859, 0.015726, 2.670788, 32.690792, -5.338061, 29.048042, 0.394461, -0.815199, -9.948412
200.8319, 99905,  *********** ,  ********** ,  -0.014820, -0.054248, 0.015060, 2.670788, 30.547132, -5.338061, 29.066013, 0.399298, -0.863086, -9.962779
200.9537, 99908,  *********** ,  ********** ,  -0.013222, -0.056379, 0.015992, 2.492735, 33.226707, -5.854647, 29.051036, 0.384788, -0.839142, -9.967567
201.0768, 99907,  *********** ,  ********** ,  -0.014953, -0.048256, 0.015193, 3.561050, 30.368494, -5.854647, 29.057029, 0.404134, -0.843931, -9.948412
201.3076, 99904,  *********** ,  ********** ,  -0.015752, -0.053582, 0.015060, 2.314682, 31.618961, -7.060016, 29.054033, 0.379952, -0.839142, -9.972355
201.4344, 99908,  *********** ,  ********** ,  -0.014820, -0.053183, 0.015060, 2.670788, 31.976238, -5.338061, 29.051036, 0.355769, -0.829565, -9.962779
201.5576, 99903,  *********** ,  ********** ,  -0.017616, -0.049854, 0.015726, 1.246367, 30.904409, -6.026843, 29.048042, 0.408971, -0.819988, -9.929258
201.6795, 99905,  *********** ,  ********** ,  -0.014553, -0.055180, 0.016259, 1.246367, 30.904409, -6.026843, 29.045047, 0.379952, -0.848720, -9.948412
201.8013, 99907,  *********** ,  ********** ,  -0.014820, -0.051585, 0.014927, 2.492735, 32.154876, -6.199038, 29.024082, 0.404134, -0.824777, -9.929258
201.9244, 99910,  *********** ,  ********** ,  -0.016285, -0.047856, 0.014261, 2.136630, 32.512153, -7.920993, 29.045047, 0.408971, -0.848720, -9.962779
202.0463, 99909,  *********** ,  ********** ,  -0.012822, -0.056512, 0.016525, 2.136630, 32.512153, -7.920993, 29.045047, 0.404134, -0.877452, -9.981933
202.1682, 99908,  *********** ,  ********** ,  -0.015752, -0.048655, 0.014794, 4.451313, 31.618961, -5.338061, 29.045047, 0.399298, -0.834354, -9.943624
202.3426, 99902,  *********** ,  ********** ,  -0.013488, -0.054648, 0.015193, 2.670788, 32.690792, -6.371234, 29.042053, 0.389625, -0.853508, -9.957989
202.4657, 99906,  *********** ,  ********** ,  -0.014687, -0.053449, 0.015859, 3.917155, 31.797599, -4.821474, 29.051036, 0.375115, -0.863086, -9.967567
202.5876, 99909,  *********** ,  ********** ,  -0.013888, -0.054914, 0.015593, 3.382997, 31.976238, -4.993670, 29.057029, 0.384788, -0.882240, -9.957989
202.7094, 99908,  *********** ,  ********** ,  -0.014687, -0.052650, 0.015326, 3.026892, 33.048069, -5.338061, 29.036062, 0.399298, -0.829565, -9.943624
202.8327, 99907,  *********** ,  ********** ,  -0.012423, -0.053715, 0.015726, 2.136630, 30.725770, -6.887820, 29.030071, 0.379952, -0.901395, -10.039397
202.9544, 99908,  *********** ,  ********** ,  -0.009493, -0.060107, 0.016525, 3.561050, 31.440324, -6.199038, 29.039056, 0.399298, -0.839142, -9.919680
203.0763, 99907,  *********** ,  ********** ,  -0.017350, -0.048389, 0.013862, 3.561050, 31.440324, -6.199038, 29.030071, 0.399298, -0.834354, -9.972355
203.3196, 99909,  *********** ,  ********** ,  -0.011358, -0.056778, 0.016525, 4.451313, 30.904409, -5.682452, 29.030071, 0.341259, -0.834354, -9.986721
203.4454, 99906,  *********** ,  ********** ,  -0.024940, -0.030146, 0.013862, 3.204945, 32.512153, -5.854647, 29.030071, 0.462173, -0.791256, -9.871794
203.5699, 99907,  *********** ,  ********** ,  -0.013488, -0.055979, 0.015593, 3.204945, 32.512153, -6.887820, 29.030071, 0.408971, -0.863086, -10.020242
203.6917, 99906,  *********** ,  ********** ,  -0.018282, -0.041198, 0.014394, 3.204945, 31.083047, -5.510256, 29.030071, 0.447663, -0.810411, -9.938835
203.8136, 99906,  *********** ,  ********** ,  -0.021211, -0.030679, 0.014261, 2.492735, 30.011219, -7.232212, 29.036062, 0.433153, -0.867874, -9.910103
203.9368, 99910,  *********** ,  ********** ,  -0.033728, -0.000984, 0.012930, 1.958578, 31.261686, -5.682452, 29.039056, 0.583086, -0.839142, -10.044185
204.0586, 99905,  *********** ,  ********** ,  -0.020146, -0.032144, 0.013728, 3.561050, 32.154876, -5.165865, 29.027076, 0.636288, -0.786467, -9.967567
204.2055, 99911,  *********** ,  ********** ,  -0.012956, -0.066233, 0.015726, 3.917155, 32.869430, -5.854647, 29.030071, 0.467009, -0.733792, -9.991510
204.3645, 99905,  *********** ,  ********** ,  -0.018149, -0.042397, 0.015992, 1.958578, 31.618961, -6.371234, 29.030071, 0.471846, -0.776890, -10.020242
204.4880, 99909,  *********** ,  ********** ,  -0.012556, -0.058642, 0.016791, 3.917155, 30.368494, -5.510256, 29.036062, 0.525047, -0.839142, -10.039397
204.6098, 99906,  *********** ,  ********** ,  -0.018548, -0.044794, 0.014661, 2.314682, 29.475303, -5.682452, 29.024082, 0.616942, -0.786467, -9.890949
204.7318, 99908,  *********** ,  ********** ,  -0.011757, -0.056911, 0.016924, 2.314682, 29.475303, -5.682452, 29.036062, 0.515374, -0.843931, -10.025031
204.8536, 99909,  *********** ,  ********** ,  -0.014553, -0.054781, 0.015060, 1.602473, 31.261686, -6.371234, 29.027076, 0.529884, -0.796045, -9.943624
204.9767, 99911,  *********** ,  ********** ,  -0.015486, -0.048922, 0.013462, 2.848840, 31.083047, -7.232212, 29.018091, 0.578249, -0.805622, -9.938835
205.0986, 99907,  *********** ,  ********** ,  -0.011757, -0.057178, 0.017057, 1.068315, 31.083047, -7.920993, 29.030071, 0.534721, -0.815199, -10.010664
205.3692, 99907,  *********** ,  ********** ,  -0.011358, -0.058509, 0.015460, 3.739103, 31.976238, -6.715625, 29.021085, 0.529884, -0.786467, -9.986721
205.4946, 99911,  *********** ,  ********** ,  -0.017749, -0.046392, 0.015593, 4.095208, 31.261686, -7.060016, 29.030071, 0.578249, -0.762524, -9.910103
205.6182, 99905,  *********** ,  ********** ,  -0.011890, -0.060240, 0.016791, 1.602473, 31.618961, -5.682452, 29.021085, 0.500865, -0.796045, -9.948412
205.7401, 99908,  *********** ,  ********** ,  -0.013621, -0.056911, 0.015992, 3.026892, 31.261686, -6.715625, 29.021085, 0.549230, -0.762524, -9.957989
205.8620, 99906,  *********** ,  ********** ,  -0.016418, -0.051319, 0.015726, 2.314682, 32.690792, -7.060016, 29.030071, 0.539557, -0.757735, -9.981933
205.9838, 99908,  *********** ,  ********** ,  -0.015486, -0.048123, 0.015992, 3.204945, 30.725770, -6.543429, 29.024082, 0.563740, -0.796045, -9.957989
206.1057, 99910,  *********** ,  ********** ,  -0.014287, -0.055846, 0.015460, 2.670788, 34.119895, -5.682452, 29.018091, 0.529884, -0.796045, -9.977145
206.3758, 99909,  *********** ,  ********** ,  -0.015086, -0.053449, 0.016924, 2.848840, 31.440324, -5.510256, 29.027076, 0.554067, -0.776890, -9.948412
206.5024, 99905,  *********** ,  ********** ,  -0.013621, -0.054115, 0.015593, 2.314682, 31.261686, -6.715625, 29.027076, 0.534721, -0.796045, -9.996299
206.6267, 99906,  *********** ,  ********** ,  -0.013355, -0.055313, 0.016525, 2.314682, 31.261686, -6.371234, 29.003114, 0.568576, -0.781679, -9.967567
206.7486, 99908,  *********** ,  ********** ,  -0.013888, -0.049721, 0.015460, 4.273260, 31.440324, -6.887820, 29.012100, 0.578249, -0.819988, -9.929258
206.8704, 99908,  *********** ,  ********** ,  -0.012956, -0.055180, 0.014927, 1.780525, 31.440324, -6.543429, 29.018091, 0.520211, -0.786467, -9.953201
206.9936, 99907,  *********** ,  ********** ,  -0.017083, -0.049987, 0.015460, 2.492735, 32.154876, -6.543429, 29.021085, 0.573413, -0.748158, -9.929258
207.1154, 99907,  *********** ,  ********** ,  -0.014953, -0.050786, 0.014394, 3.382997, 31.976238, -4.649279, 29.012100, 0.534721, -0.781679, -9.972355
207.3782, 99908,  *********** ,  ********** ,  -0.012956, -0.054381, 0.015193, 1.602473, 32.333515, -5.338061, 29.015094, 0.539557, -0.805622, -9.934046
207.5030, 99907,  *********** ,  ********** ,  -0.015486, -0.052917, 0.015992, 2.492735, 32.154876, -6.199038, 29.015094, 0.539557, -0.762524, -9.953201
207.6273, 99907,  *********** ,  ********** ,  -0.015352, -0.054914, 0.016658, 2.492735, 31.083047, -6.543429, 28.997123, 0.549230, -0.800833, -9.967567
207.7492, 99909,  *********** ,  ********** ,  -0.016684, -0.045992, 0.015193, 3.204945, 31.440324, -4.821474, 29.021085, 0.616942, -0.776890, -9.924469
207.8711, 99909,  *********** ,  ********** ,  -0.016285, -0.050653, 0.015992, 3.382997, 33.048069, -6.715625, 29.009105, 0.539557, -0.781679, -9.972355
207.9942, 99907,  *********** ,  ********** ,  -0.015619, -0.052251, 0.016259, 2.314682, 30.547132, -6.026843, 29.006111, 0.539557, -0.786467, -9.924469
208.1161, 99907,  *********** ,  ********** ,  -0.015219, -0.052517, 0.015992, 0.890262, 29.475303, -6.715625, 29.003114, 0.558903, -0.786467, -9.972355
208.3777, 99906,  *********** ,  ********** ,  -0.015086, -0.050653, 0.015060, 2.670788, 31.976238, -6.715625, 29.003114, 0.573413, -0.791256, -9.953201
208.5036, 99908,  *********** ,  ********** ,  -0.015885, -0.053050, 0.014927, 1.780525, 32.512153, -6.887820, 29.000120, 0.544394, -0.796045, -9.967567
208.6267, 99907,  *********** ,  ********** ,  -0.014021, -0.053582, 0.014794, 2.670788, 30.547132, -5.682452, 29.012100, 0.578249, -0.786467, -9.938835
208.7486, 99908,  *********** ,  ********** ,  -0.016151, -0.047191, 0.014794, 2.492735, 31.797599, -5.854647, 29.000120, 0.578249, -0.791256, -9.948412
208.8718, 99908,  *********** ,  ********** ,  -0.015086, -0.055313, 0.014927, 2.670788, 32.690792, -5.682452, 28.997123, 0.534721, -0.772101, -9.977145
208.9936, 99910,  *********** ,  ********** ,  -0.015086, -0.050120, 0.016125, 4.451313, 31.618961, -6.026843, 28.997123, 0.583086, -0.786467, -9.957989
209.1154, 99911,  *********** ,  ********** ,  -0.016151, -0.052118, 0.015060, 1.958578, 31.618961, -5.338061, 29.003114, 0.554067, -0.772101, -9.957989
209.3345, 99907,  *********** ,  ********** ,  -0.015219, -0.052118, 0.015460, 2.136630, 30.725770, -6.543429, 28.988140, 0.520211, -0.748158, -9.986721
209.4593, 99907,  *********** ,  ********** ,  -0.014287, -0.054648, 0.016125, 1.602473, 31.261686, -6.715625, 28.985143, 0.534721, -0.834354, -10.001088
209.5810, 99908,  *********** ,  ********** ,  -0.013888, -0.052517, 0.015593, 2.670788, 32.333515, -6.026843, 28.991134, 0.563740, -0.810411, -9.977145
209.7042, 99908,  *********** ,  ********** ,  -0.012956, -0.057577, 0.016392, 2.670788, 32.333515, -6.026843, 28.985143, 0.525047, -0.791256, -9.972355
209.8261, 99907,  *********** ,  ********** ,  -0.014553, -0.051851, 0.014394, 2.314682, 31.976238, -6.026843, 28.994129, 0.597595, -0.791256, -9.905315
209.9479, 99908,  *********** ,  ********** ,  -0.015219, -0.048922, 0.015193, 3.561050, 31.083047, -6.199038, 28.994129, 0.534721, -0.786467, -9.981933
210.0698, 99908,  *********** ,  ********** ,  -0.014021, -0.054115, 0.014794, 3.026892, 31.618961, -6.026843, 28.997123, 0.544394, -0.781679, -9.953201
210.2752, 99908,  *********** ,  ********** ,  -0.014820, -0.050253, 0.015326, 2.136630, 32.154876, -5.854647, 28.985143, 0.587922, -0.772101, -9.919680
210.3999, 99905,  *********** ,  ********** ,  -0.014553, -0.051851, 0.014927, 3.382997, 31.618961, -7.060016, 28.985143, 0.549230, -0.805622, -9.948412
210.5243, 99906,  *********** ,  ********** ,  -0.015619, -0.051452, 0.015726, 2.492735, 31.797599, -5.165865, 28.988140, 0.549230, -0.791256, -9.967567
210.6462, 99909,  *********** ,  ********** ,  -0.014287, -0.055979, 0.015460, 1.246367, 33.048069, -6.371234, 28.997123, 0.563740, -0.781679, -9.957989
210.7681, 99908,  *********** ,  ********** ,  -0.017083, -0.046125, 0.015193, 1.424420, 31.797599, -6.543429, 28.988140, 0.587922, -0.791256, -9.938835
210.8900, 99908,  *********** ,  ********** ,  -0.015086, -0.050520, 0.015193, 2.314682, 30.904409, -7.060016, 28.991134, 0.549230, -0.776890, -9.981933
211.0119, 99909,  *********** ,  ********** ,  -0.015619, -0.050520, 0.016125, 2.848840, 32.512153, -5.510256, 28.988140, 0.573413, -0.781679, -9.953201
211.1350, 99908,  *********** ,  ********** ,  -0.016018, -0.049588, 0.014128, 1.958578, 31.976238, -7.060016, 28.982149, 0.578249, -0.796045, -9.934046
211.3415, 99908,  *********** ,  ********** ,  -0.017350, -0.045992, 0.013728, 2.848840, 32.869430, -6.199038, 28.985143, 0.563740, -0.781679, -9.929258
211.4637, 99910,  *********** ,  ********** ,  -0.014154, -0.050919, 0.015992, 2.136630, 31.083047, -5.854647, 28.979152, 0.573413, -0.786467, -9.948412
211.5856, 99908,  *********** ,  ********** ,  -0.013888, -0.053449, 0.015060, 2.492735, 31.797599, -7.232212, 28.982149, 0.573413, -0.800833, -9.962779
211.7088, 99905,  *********** ,  ********** ,  -0.012157, -0.050919, 0.014927, 2.670788, 31.976238, -6.371234, 28.973163, 0.549230, -0.858297, -10.015454
211.8306, 99907,  *********** ,  ********** ,  -0.010692, -0.057577, 0.015992, 1.958578, 30.547132, -6.715625, 28.985143, 0.539557, -0.776890, -9.972355
211.9525, 99909,  *********** ,  ********** ,  -0.014420, -0.050786, 0.015193, 1.780525, 31.083047, -7.920993, 28.973163, 0.573413, -0.786467, -9.943624
212.0743, 99911,  *********** ,  ********** ,  -0.014287, -0.051585, 0.014661, 3.561050, 31.440324, -6.543429, 28.970169, 0.549230, -0.796045, -9.991510
212.3173, 99909,  *********** ,  ********** ,  -0.014420, -0.053449, 0.015992, 3.739103, 31.261686, -5.682452, 28.979152, 0.534721, -0.757735, -9.929258
212.4432, 99905,  *********** ,  ********** ,  -0.015486, -0.048789, 0.015460, 2.314682, 31.618961, -7.404407, 28.979152, 0.573413, -0.791256, -9.986721
212.5663, 99906,  *********** ,  ********** ,  -0.014553, -0.051052, 0.015060, 2.314682, 31.976238, -6.026843, 28.973163, 0.578249, -0.781679, -9.948412
212.6894, 99909,  *********** ,  ********** ,  -0.015885, -0.049854, 0.015060, 2.670788, 31.618961, -6.715625, 28.973163, 0.529884, -0.767313, -9.981933
212.8113, 99907,  *********** ,  ********** ,  -0.016018, -0.049721, 0.014527, 3.204945, 31.083047, -6.199038, 28.967172, 0.583086, -0.776890, -9.943624
212.9332, 99908,  *********** ,  ********** ,  -0.019480, -0.043462, 0.013329, 1.424420, 32.512153, -6.199038, 28.979152, 0.597595, -0.748158, -9.857428
213.0551, 99905,  *********** ,  ********** ,  -0.015885, -0.050520, 0.016259, 3.382997, 32.690792, -4.993670, 28.976158, 0.534721, -0.781679, -9.986721
213.1894, 99908,  *********** ,  ********** ,  -0.014287, -0.052783, 0.015859, 4.273260, 30.725770, -6.199038, 28.970169, 0.544394, -0.815199, -9.943624
213.3647, 99909,  *********** ,  ********** ,  -0.016151, -0.049454, 0.014661, 2.314682, 31.618961, -6.026843, 28.955192, 0.558903, -0.786467, -9.953201
213.4869, 99907,  *********** ,  ********** ,  -0.015486, -0.052384, 0.015726, 2.314682, 30.904409, -6.026843, 28.967172, 0.573413, -0.781679, -9.953201
213.6102, 99907,  *********** ,  ********** ,  -0.014287, -0.055047, 0.016125, 3.382997, 33.762619, -7.404407, 28.958187, 0.529884, -0.786467, -10.001088
213.7320, 99907,  *********** ,  ********** ,  -0.013355, -0.055313, 0.015726, 2.314682, 31.261686, -7.404407, 28.976158, 0.568576, -0.796045, -9.996299
213.8538, 99908,  *********** ,  ********** ,  -0.015885, -0.049854, 0.015326, 1.068315, 32.154876, -5.165865, 28.970169, 0.558903, -0.791256, -9.938835
213.9757, 99908,  *********** ,  ********** ,  -0.014820, -0.053050, 0.014794, 1.424420, 31.797599, -5.854647, 28.964178, 0.549230, -0.796045, -9.943624
214.0976, 99910,  *********** ,  ********** ,  -0.014953, -0.054115, 0.016125, 3.382997, 31.261686, -8.093190, 28.970169, 0.544394, -0.791256, -9.957989
214.3749, 99907,  *********** ,  ********** ,  -0.013888, -0.053849, 0.015593, 2.492735, 31.440324, -5.854647, 28.973163, 0.563740, -0.824777, -9.962779
214.5014, 99907,  *********** ,  ********** ,  -0.012423, -0.056112, 0.015726, 2.314682, 32.690792, -7.060016, 28.958187, 0.529884, -0.791256, -9.953201
214.6258, 99911,  *********** ,  ********** ,  -0.016018, -0.045460, 0.014794, 2.492735, 31.083047, -6.543429, 28.955192, 0.578249, -0.786467, -9.943624
214.7477, 99908,  *********** ,  ********** ,  -0.014420, -0.052517, 0.015060, 2.136630, 32.154876, -7.576602, 28.958187, 0.554067, -0.791256, -9.972355
214.8695, 99906,  *********** ,  ********** ,  -0.016285, -0.049188, 0.015060, 1.958578, 31.618961, -6.026843, 28.949201, 0.563740, -0.772101, -9.943624
214.9927, 99909,  *********** ,  ********** ,  -0.014687, -0.052251, 0.015593, 3.026892, 31.618961, -5.682452, 28.958187, 0.525047, -0.796045, -9.957989
215.1146, 99908,  *********** ,  ********** ,  -0.014154, -0.051851, 0.016259, 2.314682, 31.618961, -6.026843, 28.964178, 0.539557, -0.796045, -9.981933
215.3699, 99908,  *********** ,  ********** ,  -0.014154, -0.051851, 0.015060, 4.451313, 31.261686, -6.026843, 28.952198, 0.568576, -0.776890, -9.957989
215.4946, 99911,  *********** ,  ********** ,  -0.015219, -0.053715, 0.015460, 2.848840, 29.653942, -5.854647, 28.946207, 0.568576, -0.791256, -9.953201
215.6189, 99909,  *********** ,  ********** ,  -0.016950, -0.045593, 0.015593, 2.136630, 30.368494, -6.543429, 28.949201, 0.554067, -0.791256, -9.953201
215.7408, 99909,  *********** ,  ********** ,  -0.013355, -0.053849, 0.015859, 1.958578, 31.976238, -7.748798, 28.937221, 0.534721, -0.776890, -9.962779
215.8627, 99909,  *********** ,  ********** ,  -0.015086, -0.049321, 0.015726, 4.095208, 30.904409, -6.026843, 28.946207, 0.578249, -0.781679, -9.967567
215.9847, 99910,  *********** ,  ********** ,  -0.014953, -0.051851, 0.015726, 2.670788, 32.333515, -6.715625, 28.946207, 0.563740, -0.800833, -9.953201
216.1078, 99908,  *********** ,  ********** ,  -0.014687, -0.051851, 0.016125, 2.314682, 31.261686, -7.404407, 28.946207, 0.549230, -0.781679, -9.962779
216.3680, 99908,  *********** ,  ********** ,  -0.014553, -0.052517, 0.015726, 2.314682, 31.261686, -5.682452, 28.949201, 0.529884, -0.786467, -9.977145
216.4945, 99909,  *********** ,  ********** ,  -0.014953, -0.051585, 0.014927, 3.561050, 31.083047, -6.887820, 28.940216, 0.573413, -0.776890, -9.948412
216.6189, 99908,  *********** ,  ********** ,  -0.014687, -0.052517, 0.015726, 3.917155, 32.154876, -5.165865, 28.955192, 0.515374, -0.786467, -10.015454
216.7407, 99907,  *********** ,  ********** ,  -0.013089, -0.056512, 0.015992, 3.204945, 31.797599, -5.854647, 28.958187, 0.554067, -0.791256, -9.972355
